Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
55770,55770,59110,59110,3590,6.47%,2018/03/06,1396/12/15
55120,55120,55520,55520,550,1%,2018/03/05,1396/12/14
54940,54940,54970,54970,237,0.43%,2018/03/04,1396/12/13
54689,54289,55778,54733,179,0.33%,2018/03/02,1396/12/11
54905,53784,55477,54912,422,0.77%,2018/02/28,1396/12/09
54550,54530,54550,54530,30,0.06%,2018/02/27,1396/12/08
54550,54550,54560,54560,-,-,2018/02/26,1396/12/07
54560,54560,54560,54560,20,0.04%,2018/02/25,1396/12/06
55220,54580,55590,54580,484,0.89%,2018/02/24,1396/12/05
55499,54265,56464,55064,166,0.3%,2018/02/21,1396/12/02
55820,55479,57931,56907,283,0.5%,2018/02/18,1396/11/29
57970,57050,57970,57170,1742,3.05%,2018/02/17,1396/11/28
59661,58293,60442,58912,2058,3.49%,2018/02/14,1396/11/25
61590,61590,61700,61650,10,0.02%,2018/02/13,1396/11/24
61020,61020,61640,61640,1000,1.65%,2018/02/12,1396/11/23
60640,60640,60640,60640,344,0.57%,2018/02/10,1396/11/21
60627,59656,61099,60296,256,0.43%,2018/02/07,1396/11/18
60490,60070,61120,60940,400,0.66%,2018/02/06,1396/11/17
61420,60240,61420,60540,1280,2.11%,2018/02/05,1396/11/16
62550,61820,62550,61820,1540,2.55%,2018/02/04,1396/11/15
59590,59590,60280,60280,120,0.2%,2018/02/03,1396/11/14
58669,58158,60551,60160,1210,2.05%,2018/01/31,1396/11/11
57730,57730,58240,58240,560,0.97%,2018/01/30,1396/11/10
57550,57500,57680,57680,100,0.17%,2018/01/29,1396/11/09
57240,57240,57580,57580,450,0.79%,2018/01/28,1396/11/08
56840,56840,57130,57130,155,0.27%,2018/01/27,1396/11/07
57487,56402,58332,57285,65,0.11%,2018/01/24,1396/11/04
57050,56790,57300,57100,20,0.04%,2018/01/23,1396/11/03
58080,57120,58230,57120,1060,1.86%,2018/01/22,1396/11/02
58550,58180,58550,58180,320,0.55%,2018/01/21,1396/11/01
56730,56730,58500,58500,467,0.8%,2018/01/20,1396/10/30
55498,55042,58868,58033,2313,4.15%,2018/01/17,1396/10/27
54880,54880,55350,55270,420,0.77%,2018/01/16,1396/10/26
54900,54830,54950,54850,220,0.4%,2018/01/15,1396/10/25
54530,54280,54680,54630,80,0.15%,2018/01/14,1396/10/24
54300,54200,54600,54550,212,0.39%,2018/01/13,1396/10/23
54151,53317,54789,54338,88,0.16%,2018/01/10,1396/10/20
53480,53480,55200,53700,270,0.51%,2018/01/09,1396/10/19
53550,53330,53550,53430,30,0.06%,2018/01/08,1396/10/18
53150,53150,53480,53400,320,0.6%,2018/01/07,1396/10/17
52770,52770,53150,53080,1052,1.98%,2018/01/06,1396/10/16
53383,52384,54759,54132,448,0.83%,2018/01/03,1396/10/13
54800,54800,55700,55450,750,1.37%,2018/01/02,1396/10/12
54380,54000,54700,54700,800,1.48%,2018/01/01,1396/10/11
53100,53100,54350,53900,950,1.79%,2017/12/31,1396/10/10
51450,51450,52950,52950,1616,3.15%,2017/12/30,1396/10/09
51282,50656,52119,51334,694,1.37%,2017/12/27,1396/10/06
50330,50250,50330,50330,80,0.16%,2017/12/26,1396/10/05
50250,50240,50330,50250,80,0.16%,2017/12/25,1396/10/04
50250,50250,50350,50330,30,0.06%,2017/12/24,1396/10/03
50100,50100,50300,50300,123,0.25%,2017/12/23,1396/10/02
50125,49117,50618,50177,7,0.01%,2017/12/20,1396/09/29
50190,50130,50300,50130,30,0.06%,2017/12/19,1396/09/28
50080,50050,50230,50100,70,0.14%,2017/12/18,1396/09/27
50080,50000,50100,50030,20,0.04%,2017/12/17,1396/09/26
50000,49990,50080,50050,34,0.07%,2017/12/16,1396/09/25
50028,49557,50374,50084,396,0.79%,2017/12/13,1396/09/22
50480,50360,50480,50360,130,0.26%,2017/12/12,1396/09/21
50480,50440,50500,50490,40,0.08%,2017/12/11,1396/09/20
50350,50350,50650,50450,80,0.16%,2017/12/10,1396/09/19
50100,50100,50600,50370,683,1.36%,2017/12/09,1396/09/18
50980,49929,51354,51053,330,0.65%,2017/12/06,1396/09/15
50170,49437,51387,50723,407,0.8%,2017/12/04,1396/09/13
50630,50630,51000,50950,420,0.83%,2017/12/03,1396/09/12
50200,50190,50530,50530,231,0.46%,2017/12/02,1396/09/11
50001,49180,50766,50299,449,0.9%,2017/11/29,1396/09/08
49650,49650,49980,49930,300,0.6%,2017/11/28,1396/09/07
49600,49600,49630,49630,-,-,2017/11/26,1396/09/05
49600,49550,49640,49630,320,0.65%,2017/11/25,1396/09/04
49570,48870,50140,49310,110,0.22%,2017/11/22,1396/09/01
48550,48530,48850,48850,250,0.51%,2017/11/21,1396/08/30
48700,48580,48700,48600,180,0.37%,2017/11/20,1396/08/29
48760,48184,49272,48780,92,0.19%,2017/11/17,1396/08/26
48751,47766,49849,48872,18,0.04%,2017/11/15,1396/08/24
49060,48920,49200,48980,40,0.08%,2017/11/14,1396/08/23
48980,48920,48980,48940,160,0.33%,2017/11/13,1396/08/22
48330,48330,48780,48780,480,0.99%,2017/11/12,1396/08/21
48080,48080,48300,48300,254,0.53%,2017/11/11,1396/08/20
47897,46977,49050,48046,196,0.41%,2017/11/07,1396/08/16
47850,47820,47880,47820,10,0.02%,2017/11/06,1396/08/15
47880,47800,47880,47830,40,0.08%,2017/11/05,1396/08/14
47680,47640,47870,47870,2,-,2017/11/04,1396/08/13
47685,47227,48346,47868,18,0.04%,2017/11/01,1396/08/10
47940,47900,47980,47900,10,0.02%,2017/10/31,1396/08/09
48040,47900,48040,47910,140,0.29%,2017/10/30,1396/08/08
48170,47980,48280,48050,-,-,2017/10/29,1396/08/07
47900,47900,48130,48050,91,0.19%,2017/10/28,1396/08/06
47973,47229,48713,48141,139,0.29%,2017/10/25,1396/08/03
48100,48100,48200,48200,120,0.25%,2017/10/24,1396/08/02
47930,47930,48150,48080,140,0.29%,2017/10/23,1396/08/01
47850,47850,47940,47940,70,0.15%,2017/10/22,1396/07/30
47790,47790,47880,47870,9,0.02%,2017/10/21,1396/07/29
47863,47250,48736,47879,31,0.06%,2017/10/18,1396/07/26
47950,47900,48080,47980,-,-,2017/10/17,1396/07/25
48000,47930,48000,47980,50,0.1%,2017/10/16,1396/07/24
48050,47930,48150,48030,70,0.15%,2017/10/15,1396/07/23
47180,47160,48380,48100,176,0.37%,2017/10/14,1396/07/22
48065,47099,48959,47924,74,0.15%,2017/10/11,1396/07/19
48210,47930,48310,47930,270,0.56%,2017/10/10,1396/07/18
48410,48080,48410,48200,260,0.54%,2017/10/09,1396/07/17
47130,47130,48460,48460,1350,2.87%,2017/10/08,1396/07/16
46880,46830,47110,47110,22,0.05%,2017/10/07,1396/07/15
47017,46118,47518,47132,18,0.04%,2017/10/04,1396/07/12
46920,46900,47130,47130,310,0.66%,2017/10/03,1396/07/11
46860,46780,46860,46820,49,0.1%,2017/10/02,1396/07/10
46925,46475,47694,46869,151,0.32%,2017/09/27,1396/07/05
47080,46950,47080,47060,40,0.08%,2017/09/26,1396/07/04
47110,47060,47130,47100,50,0.11%,2017/09/25,1396/07/03
47080,47060,47200,47150,60,0.13%,2017/09/24,1396/07/02
47080,47060,47090,47090,46,0.1%,2017/09/23,1396/07/01
47017,46180,47895,47044,164,0.35%,2017/09/20,1396/06/29
47060,47000,47170,47120,120,0.26%,2017/09/19,1396/06/28
47010,46980,47140,47000,10,0.02%,2017/09/18,1396/06/27
47150,46990,47170,46990,170,0.36%,2017/09/17,1396/06/26
47210,47160,47230,47160,20,0.04%,2017/09/16,1396/06/25
47390,46830,48342,47180,90,0.19%,2017/09/13,1396/06/22
47650,47550,47780,47560,60,0.13%,2017/09/12,1396/06/21
47650,47620,47740,47620,40,0.08%,2017/09/11,1396/06/20
47750,47570,47750,47660,124,0.26%,2017/09/10,1396/06/19
48110,46957,48908,47784,106,0.22%,2017/09/06,1396/06/15
48140,48100,48450,48100,60,0.12%,2017/09/05,1396/06/14
47910,47840,48220,48160,270,0.56%,2017/09/04,1396/06/13
47480,47460,47920,47890,480,1.01%,2017/09/03,1396/06/12
47210,47190,47430,47410,177,0.37%,2017/09/02,1396/06/11
47290,46255,48027,47233,63,0.13%,2017/08/30,1396/06/08
47460,47260,47460,47340,110,0.23%,2017/08/29,1396/06/07
46890,46890,47460,47450,640,1.37%,2017/08/28,1396/06/06
46800,46780,46830,46810,30,0.06%,2017/08/27,1396/06/05
46430,46430,46860,46780,165,0.35%,2017/08/26,1396/06/04
46113,45642,47463,46615,825,1.8%,2017/08/23,1396/06/01
45420,45410,45620,45610,200,0.44%,2017/08/22,1396/05/31
45440,45410,45530,45410,50,0.11%,2017/08/21,1396/05/30
45380,45360,45380,45360,10,0.02%,2017/08/20,1396/05/29
45460,45370,45460,45370,65,0.14%,2017/08/19,1396/05/28
45473,44794,45850,45435,85,0.19%,2017/08/16,1396/05/25
45580,45530,45580,45540,60,0.13%,2017/08/15,1396/05/24
45560,45520,45610,45600,30,0.07%,2017/08/14,1396/05/23
45620,45560,45620,45570,30,0.07%,2017/08/13,1396/05/22
45610,45600,45630,45600,3,0.01%,2017/08/12,1396/05/21
45654,45195,46188,45597,7,0.02%,2017/08/09,1396/05/18
45750,45680,45790,45700,140,0.31%,2017/08/08,1396/05/17
45780,45780,45840,45840,50,0.11%,2017/08/07,1396/05/16
45720,45710,45850,45790,140,0.31%,2017/08/06,1396/05/15
45840,45590,45840,45650,134,0.29%,2017/08/05,1396/05/14
45800,45431,46170,45784,76,0.17%,2017/08/02,1396/05/11
45700,45700,45790,45740,60,0.13%,2017/08/01,1396/05/10
45730,45680,45960,45680,190,0.42%,2017/07/31,1396/05/09
45710,45480,45710,45490,230,0.51%,2017/07/30,1396/05/08
45810,45710,45810,45720,117,0.26%,2017/07/29,1396/05/07
45616,44963,46309,45837,113,0.25%,2017/07/26,1396/05/04
44850,44850,45480,45480,640,1.43%,2017/07/25,1396/05/03
44450,44450,44840,44840,400,0.9%,2017/07/24,1396/05/02
44330,44310,44450,44440,160,0.36%,2017/07/23,1396/05/01
44330,44280,44330,44280,210,0.48%,2017/07/22,1396/04/31
44080,44070,44080,44070,-,-,2017/07/19,1396/04/28
44080,44050,44080,44070,20,0.05%,2017/07/18,1396/04/27
43950,43950,44110,44090,280,0.64%,2017/07/17,1396/04/26
43890,43800,43900,43810,100,0.23%,2017/07/16,1396/04/25
44000,43910,44020,43910,19,0.04%,2017/07/15,1396/04/24
43977,43645,44522,43891,11,0.03%,2017/07/12,1396/04/21
43760,43750,43950,43950,320,0.73%,2017/07/11,1396/04/20
43670,43570,43670,43630,60,0.14%,2017/07/10,1396/04/19
43690,43690,43700,43690,160,0.37%,2017/07/09,1396/04/18
43590,43530,43590,43530,127,0.29%,2017/07/08,1396/04/17
43698,42932,44139,43657,3,0.01%,2017/07/05,1396/04/14
43770,43710,43790,43710,80,0.18%,2017/07/04,1396/04/13
44010,43790,44030,43790,240,0.55%,2017/07/03,1396/04/12
44180,44030,44190,44030,190,0.43%,2017/07/02,1396/04/11
44120,42780,44250,44220,340,0.77%,2017/07/01,1396/04/10
43873,43263,44362,43880,230,0.53%,2017/06/28,1396/04/07
41840,41840,42890,42890,-,-,2017/06/25,1396/04/04
42860,41810,42900,42890,39,0.09%,2017/06/24,1396/04/03
42765,42333,43510,42851,61,0.14%,2017/06/21,1396/03/31
42690,41640,42690,42660,40,0.09%,2017/06/20,1396/03/30
42650,41670,42720,42700,40,0.09%,2017/06/19,1396/03/29
42480,41670,42710,42660,160,0.38%,2017/06/18,1396/03/28
42350,41430,42530,42500,37,0.09%,2017/06/17,1396/03/27
42372,42105,42717,42463,93,0.22%,2017/06/14,1396/03/24
42430,42380,42490,42380,40,0.09%,2017/06/13,1396/03/23
42500,42420,42500,42420,70,0.17%,2017/06/12,1396/03/22
42470,42470,42540,42490,-,-,2017/06/11,1396/03/21
42460,42440,42490,42490,14,0.03%,2017/06/10,1396/03/20
42587,42214,43464,42504,56,0.13%,2017/06/07,1396/03/17
42480,42480,42650,42560,-,-,2017/06/06,1396/03/16
42490,41627,43253,42560,-,-,2017/06/02,1396/03/12
42488,41829,43385,42560,-,-,2017/05/31,1396/03/10
42300,42300,42460,42460,200,0.47%,2017/05/30,1396/03/09
42230,42180,42260,42260,20,0.05%,2017/05/29,1396/03/08
42270,42240,42290,42240,40,0.09%,2017/05/28,1396/03/07
42260,42260,42280,42280,27,0.06%,2017/05/27,1396/03/06
42277,41494,43000,42307,73,0.17%,2017/05/24,1396/03/03
42320,42210,42320,42270,70,0.17%,2017/05/23,1396/03/02
42270,42270,42520,42340,160,0.38%,2017/05/22,1396/03/01
42280,42130,42280,42180,120,0.28%,2017/05/21,1396/02/31
42400,42300,42400,42300,357,0.84%,2017/05/20,1396/02/30
42434,41623,43211,42657,73,0.17%,2017/05/17,1396/02/27
42210,42210,42530,42530,400,0.95%,2017/05/16,1396/02/26
41830,41830,42130,42130,400,0.96%,2017/05/15,1396/02/25
41800,41720,41800,41730,80,0.19%,2017/05/14,1396/02/24
41810,41800,41810,41810,20,0.05%,2017/05/13,1396/02/23
41836,41332,42342,41830,-,-,2017/05/10,1396/02/20
41690,41690,41890,41860,160,0.38%,2017/05/09,1396/02/19
41700,41650,41720,41700,20,0.05%,2017/05/08,1396/02/18
41810,41720,41850,41720,40,0.1%,2017/05/07,1396/02/17
41780,40970,41780,41760,145,0.35%,2017/05/06,1396/02/16
41647,41240,41938,41615,35,0.08%,2017/05/03,1396/02/13
41590,41560,41610,41580,30,0.07%,2017/05/02,1396/02/12
41590,41520,41640,41550,30,0.07%,2017/05/01,1396/02/11
41710,41570,41710,41580,150,0.36%,2017/04/30,1396/02/10
41680,41680,41780,41730,120,0.29%,2017/04/29,1396/02/09
41600,40730,42140,41610,10,0.02%,2017/04/26,1396/02/06
41370,40621,42083,41498,108,0.26%,2017/04/23,1396/02/03
40730,40730,40930,40930,79,0.19%,2017/04/22,1396/02/02
40703,39856,41320,40851,191,0.47%,2017/04/19,1396/01/30
40650,40600,40720,40610,50,0.12%,2017/04/18,1396/01/29
40610,40540,40640,40560,30,0.07%,2017/04/17,1396/01/28
40620,40590,40640,40590,10,0.02%,2017/04/16,1396/01/27
40610,40600,40610,40600,40,0.1%,2017/04/15,1396/01/26
40670,40310,40900,40640,60,0.15%,2017/04/12,1396/01/23
40690,40256,40926,40680,70,0.17%,2017/04/09,1396/01/20
40610,40540,40620,40600,11,0.03%,2017/04/08,1396/01/19
40661,39831,41083,40611,139,0.34%,2017/04/05,1396/01/16
40800,40750,40850,40790,60,0.15%,2017/04/04,1396/01/15
41000,40850,41000,40850,170,0.42%,2017/04/03,1396/01/14
41099,40363,41575,41020,260,0.63%,2017/03/29,1396/01/09
41330,41280,41330,41280,130,0.31%,2017/03/28,1396/01/08
41380,41380,41480,41410,50,0.12%,2017/03/27,1396/01/07
41300,41100,41360,41360,10,0.02%,2017/03/26,1396/01/06
41300,41000,41890,41350,20,0.05%,2017/03/24,1396/01/04
41300,40670,41590,41330,30,0.07%,2017/03/17,1395/12/27
41300,41200,41300,41300,110,0.27%,2017/03/16,1395/12/26
41390,41190,41500,41190,80,0.19%,2017/03/15,1395/12/25
41080,41060,41270,41270,180,0.44%,2017/03/14,1395/12/24
41140,41000,41170,41090,40,0.1%,2017/03/13,1395/12/23
40980,40980,41170,41130,200,0.49%,2017/03/12,1395/12/22
40810,40790,40930,40930,497,1.23%,2017/03/11,1395/12/21
40025,39312,40804,40433,63,0.16%,2017/03/08,1395/12/18
40280,40010,40280,40010,290,0.72%,2017/03/07,1395/12/17
40620,40300,40620,40300,330,0.82%,2017/03/06,1395/12/16
40680,40630,40720,40630,40,0.1%,2017/03/05,1395/12/15
40720,40660,40740,40670,135,0.33%,2017/03/04,1395/12/14
40753,40520,41466,40805,5,0.01%,2017/02/28,1395/12/10
40830,40730,40880,40840,40,0.1%,2017/02/27,1395/12/09
40750,40740,40860,40800,90,0.22%,2017/02/26,1395/12/08
40620,40620,40710,40710,43,0.11%,2017/02/25,1395/12/07
40748,39900,41079,40753,77,0.19%,2017/02/22,1395/12/04
41180,41020,41190,41030,140,0.34%,2017/02/21,1395/12/03
41170,41130,41220,41170,10,0.02%,2017/02/20,1395/12/02
41150,41100,41180,41180,40,0.1%,2017/02/19,1395/12/01
41130,41100,41140,41140,34,0.08%,2017/02/18,1395/11/30
41231,40527,41507,41174,216,0.52%,2017/02/15,1395/11/27
41190,41190,41300,41240,40,0.1%,2017/02/14,1395/11/26
41250,41160,41260,41200,60,0.15%,2017/02/13,1395/11/25
41490,41260,41490,41260,240,0.58%,2017/02/12,1395/11/24
41630,41500,41630,41500,299,0.72%,2017/02/11,1395/11/23
41712,40848,42501,41799,61,0.15%,2017/02/08,1395/11/20
42290,42050,42300,42050,230,0.55%,2017/02/07,1395/11/19
42570,42280,42570,42280,320,0.76%,2017/02/06,1395/11/18
42540,42520,42600,42600,50,0.12%,2017/02/05,1395/11/17
42230,42230,42590,42550,430,1.02%,2017/02/04,1395/11/16
42115,41479,42873,42120,160,0.38%,2017/02/01,1395/11/13
41870,41870,42120,41980,240,0.57%,2017/01/31,1395/11/12
41740,41590,41740,41740,20,0.05%,2017/01/30,1395/11/11
41950,41760,41960,41760,180,0.43%,2017/01/29,1395/11/10
42030,41940,42040,41940,163,0.39%,2017/01/28,1395/11/09
42052,41761,42831,42103,7,0.02%,2017/01/25,1395/11/06
42430,42070,42440,42070,380,0.9%,2017/01/24,1395/11/05
42510,42450,42630,42450,40,0.09%,2017/01/23,1395/11/04
42420,42420,42640,42490,110,0.26%,2017/01/22,1395/11/03
42390,42260,42390,42380,36,0.08%,2017/01/21,1395/11/02
42659,42161,42949,42416,364,0.86%,2017/01/18,1395/10/29
43160,42800,43200,42860,230,0.54%,2017/01/17,1395/10/28
43050,42930,43100,43090,10,0.02%,2017/01/16,1395/10/27
43030,42930,43080,43080,70,0.16%,2017/01/15,1395/10/26
43110,42910,43110,43010,209,0.49%,2017/01/14,1395/10/25
43175,42842,43849,43219,41,0.09%,2017/01/11,1395/10/22
43080,43040,43130,43090,13,0.03%,2017/01/10,1395/10/21
43042,42555,43447,43077,17,0.04%,2017/01/08,1395/10/19
42740,42680,42750,42750,20,0.05%,2017/01/07,1395/10/18
42720,42250,43350,42730,130,0.31%,2017/01/04,1395/10/15
42340,42290,42390,42390,100,0.24%,2017/01/03,1395/10/14
42590,42230,42950,42290,130,0.31%,2017/01/02,1395/10/13
42040,41880,42200,42160,220,0.52%,2017/01/01,1395/10/12
41840,41450,42230,41940,860,2.05%,2016/12/31,1395/10/11
43060,42200,43820,42800,100,0.23%,2016/12/28,1395/10/08
43560,43410,43710,43410,200,0.46%,2016/12/27,1395/10/07
43550,43420,43680,43610,210,0.48%,2016/12/26,1395/10/06
43280,42970,43580,43400,420,0.98%,2016/12/25,1395/10/05
42940,42780,43100,42980,47,0.11%,2016/12/24,1395/10/04
42773,42469,43740,42933,223,0.52%,2016/12/21,1395/10/01
42540,42390,42680,42680,300,0.71%,2016/12/20,1395/09/30
42480,42370,42590,42380,130,0.31%,2016/12/19,1395/09/29
42600,42510,42680,42510,28,0.07%,2016/12/18,1395/09/28
42734,42133,43084,42538,512,1.2%,2016/12/14,1395/09/24
42940,42830,43050,43030,240,0.56%,2016/12/13,1395/09/23
42640,42480,42790,42790,330,0.78%,2016/12/12,1395/09/22
42450,42430,42470,42460,30,0.07%,2016/12/11,1395/09/21
42460,42430,42490,42430,170,0.4%,2016/12/10,1395/09/20
42520,42430,42600,42600,190,0.45%,2016/12/07,1395/09/17
42320,42200,42430,42410,130,0.31%,2016/12/06,1395/09/16
42320,42180,42450,42280,190,0.45%,2016/12/05,1395/09/15
41970,41810,42120,42090,190,0.45%,2016/12/04,1395/09/14
42040,41600,42480,42280,-,-,2016/12/03,1395/09/13
42080,41457,42609,42280,-,-,2016/11/30,1395/09/10
42280,42270,42280,42280,1045,2.53%,2016/11/29,1395/09/09
42099,40529,42852,41235,5,0.01%,2016/11/26,1395/09/06
40670,39818,41052,40396,46,0.11%,2016/11/23,1395/09/03
40400,40100,40700,40510,430,1.07%,2016/11/22,1395/09/02
39850,39610,40080,40080,15,0.04%,2016/11/21,1395/09/01
39888,39409,40385,40065,65,0.16%,2016/11/18,1395/08/28
39868,39150,40588,40000,20,0.05%,2016/11/16,1395/08/26
39900,39850,39950,39950,10,0.03%,2016/11/15,1395/08/25
39950,39880,40010,39960,60,0.15%,2016/11/14,1395/08/24
39960,39890,40030,39900,150,0.38%,2016/11/13,1395/08/23
40010,39960,40050,40050,180,0.45%,2016/11/12,1395/08/22
40337,39871,41014,40230,200,0.5%,2016/11/09,1395/08/19
40700,40400,41000,40720,330,0.82%,2016/11/08,1395/08/18
40380,40320,40430,40390,50,0.12%,2016/11/07,1395/08/17
40310,40270,40350,40340,40,0.1%,2016/11/06,1395/08/16
40330,40280,40380,40380,95,0.24%,2016/11/05,1395/08/15
40302,39898,40979,40285,65,0.16%,2016/11/02,1395/08/12
40190,40130,40240,40170,200,0.5%,2016/11/01,1395/08/11
39910,39850,39970,39970,130,0.33%,2016/10/31,1395/08/10
39790,39740,39840,39840,110,0.28%,2016/10/30,1395/08/09
39760,39730,39790,39730,41,0.1%,2016/10/29,1395/08/08
39752,38875,40407,39689,79,0.2%,2016/10/26,1395/08/05
39580,39560,39600,39570,10,0.03%,2016/10/25,1395/08/04
39610,39560,39650,39560,20,0.05%,2016/10/24,1395/08/03
39460,39380,39540,39540,170,0.43%,2016/10/23,1395/08/02
39360,39340,39370,39370,304,0.77%,2016/10/22,1395/08/01
39419,38808,40197,39674,66,0.17%,2016/10/19,1395/07/28
39800,39780,39820,39780,50,0.13%,2016/10/18,1395/07/27
39820,39750,39880,39830,20,0.05%,2016/10/17,1395/07/26
39890,39850,39930,39850,70,0.18%,2016/10/16,1395/07/25
39950,39920,39970,39920,252,0.63%,2016/10/15,1395/07/24
40528,39734,40852,40172,238,0.6%,2016/10/12,1395/07/21
40381,39291,41132,39934,676,1.69%,2016/10/09,1395/07/18
40460,40410,40500,40500,8,0.02%,2016/10/08,1395/07/17
40476,40046,41066,40492,32,0.08%,2016/10/05,1395/07/14
40450,40390,40510,40500,200,0.5%,2016/10/04,1395/07/13
40350,40300,40390,40300,110,0.27%,2016/10/03,1395/07/12
40410,40390,40430,40410,10,0.02%,2016/10/02,1395/07/11
40410,40390,40420,40420,84,0.21%,2016/10/01,1395/07/10
40368,39803,41207,40336,26,0.06%,2016/09/28,1395/07/07
40250,40220,40280,40270,30,0.07%,2016/09/27,1395/07/06
40310,40280,40330,40300,50,0.12%,2016/09/26,1395/07/05
40210,40170,40250,40250,140,0.35%,2016/09/25,1395/07/04
40100,40060,40130,40110,32,0.08%,2016/09/24,1395/07/03
40095,39388,40908,40078,28,0.07%,2016/09/21,1395/06/31
40000,39000,40000,40000,-,-,2016/09/18,1395/06/28
40000,39960,40040,40040,23,0.06%,2016/09/17,1395/06/27
40163,39381,40371,40063,107,0.27%,2016/09/14,1395/06/24
40110,40080,40140,40130,100,0.25%,2016/09/13,1395/06/23
40040,40030,40040,40030,-,-,2016/09/11,1395/06/21
40030,40020,40030,40030,9,0.02%,2016/09/10,1395/06/20
40051,39838,40591,40039,31,0.08%,2016/09/07,1395/06/17
40110,40070,40150,40080,180,0.45%,2016/09/06,1395/06/16
39860,39820,39900,39900,70,0.18%,2016/09/05,1395/06/15
39870,39830,39910,39830,20,0.05%,2016/09/04,1395/06/14
39890,39850,39930,39850,19,0.05%,2016/09/03,1395/06/13
39897,39370,40722,39869,21,0.05%,2016/08/31,1395/06/10
39930,39880,39980,39880,90,0.23%,2016/08/30,1395/06/09
40020,39970,40070,39970,110,0.28%,2016/08/29,1395/06/08
40120,40080,40150,40080,50,0.12%,2016/08/28,1395/06/07
40180,40130,40220,40130,87,0.22%,2016/08/27,1395/06/06
40253,39384,40929,40217,73,0.18%,2016/08/24,1395/06/03
40260,40220,40290,40260,40,0.1%,2016/08/23,1395/06/02
40240,40130,40340,40300,210,0.52%,2016/08/22,1395/06/01
